Observation_id,Subject,Behaviour,Total_duration_.s.,Time_vis,Anemone,Reef,Bleached_Status,Heatwave_Status,Date,Breeding.Non.Breeding,Behavioural_Category,Behaviours_per_second,Count,N_fish,Bleached_Overall,Anemone_Area,Average_pH,Average_Salinity,Average_Conductivity,Average_Lux,Day_Temp,Lunar_Range_T,Lunar_Mean_T,Lunar_Max_T,ThermalExposure
B05_20230319_NonBleached_Before,Rank 1,Aerate,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.023740422,12,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Aggressive Display,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive Display,0.001978369,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Approach,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Unidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Associate,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Bite,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0.001978369,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Bite Anemone,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.01384858,7,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Body Shake,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,C-Bend,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Chase - aggressive,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0.003956737,2,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Chase - defence,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0.001978369,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Cleaning,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Flees,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Flick - aggressive,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Flick - defence,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Follows,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Unidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Guards,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0.017805317,9,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Head down display,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Jerk - aggressive,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0.001978369,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Jerk - defence,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Massage Anemone,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.031653896,16,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Meeting,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Bidirectional,0.001978369,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Moving Away,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,S-Bend,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 1,Soft Touch,941.06,505.467,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Aerate,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.050484871,35,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Aggressive Display,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive Display,0.001442425,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Approach,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Unidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Associate,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Bite,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Bite Anemone,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.021636373,15,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Body Shake,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,C-Bend,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Chase - aggressive,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Chase - defence,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0.001442425,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Cleaning,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.004327275,3,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Flees,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Flick - aggressive,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Flick - defence,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Follows,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Unidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Guards,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0.0057697,4,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Head down display,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Jerk - aggressive,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0.00288485,2,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Jerk - defence,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Massage Anemone,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.021636373,15,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Meeting,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Moving Away,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,S-Bend,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 2,Soft Touch,941.06,693.277,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Aerate,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.033179833,19,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Aggressive Display,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive Display,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Approach,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Unidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Associate,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Bite,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Bite Anemone,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.012224149,7,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Body Shake,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,C-Bend,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Chase - aggressive,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Chase - defence,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Cleaning,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.003492614,2,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Flees,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Flick - aggressive,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Flick - defence,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Follows,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Unidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Guards,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0.005238921,3,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Head down display,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Jerk - aggressive,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Aggressive - Overt,0.001746307,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Jerk - defence,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Defence,0.001746307,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Massage Anemone,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Maintenance,0.003492614,2,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Meeting,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Moving Away,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,S-Bend,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230319_NonBleached_Before,Rank 3,Soft Touch,941.06,572.637,B05,FRBlocks,Non-bleached,Before,19/03/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,31.662,2.62,,,9985.136333
B05_20230526_Bleached_After,Rank 1,Aerate,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Maintenance,0.041411126,20,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Aggressive Display,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Aggressive Display,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Approach,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Neutral - Unidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Associate,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Bite,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Aggressive - Overt,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Bite Anemone,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Maintenance,0.002070556,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Body Shake,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,C-Bend,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Chase - aggressive,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Aggressive - Overt,0.002070556,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Chase - defence,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Cleaning,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Maintenance,0.002070556,1,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Flees,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Flick - aggressive,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Aggressive - Overt,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Flick - defence,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Follows,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Neutral - Unidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Guards,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Defence,0.026917232,13,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Head down display,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Jerk - aggressive,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Aggressive - Overt,0.004141113,2,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Jerk - defence,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Defence,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Massage Anemone,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Maintenance,0.043481682,21,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Meeting,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Moving Away,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,S-Bend,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Submissive,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 1,Soft Touch,899.295,482.962,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 2,Aerate,899.295,384.434,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Maintenance,0.049423308,19,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 2,Aggressive Display,899.295,384.434,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Aggressive Display,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 2,Approach,899.295,384.434,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Neutral - Unidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
B05_20230526_Bleached_After,Rank 2,Associate,899.295,384.434,B05,FRBlocks,Non-bleached,During,26/05/2023, Non-breeding,Neutral - Bidirectional,0,0,3,TRUE,2338.574253,8.075384615,46.95230769,-80.96128205,8419.331282,30.735,0.887,30.806,31.49,62686.05567
